Date,Gold,USD_IDR,DXY,Oil,SP500,NASDAQ,VIX,GVZ,Silver,Copper,Platinum,Palladium,US10Y,USD_CNY,Nikkei,DAX
2020-11-02,1890.4000244140625,14586.169921875,94.05000305175781,36.810001373291016,3310.239990234375,10957.6103515625,37.130001068115234,23.739999771118164,24.006000518798828,3.073499917984009,855.7999877929688,2214.300048828125,0.8489999771118164,6.6890997886657715,23295.48046875,11788.2802734375
2020-11-03,1908.5,14603.9580078125,93.55000305175781,37.65999984741211,3369.159912109375,11160.5703125,35.54999923706055,23.31999969482422,24.30500030517578,3.0869998931884766,871.4000244140625,2292.39990234375,0.8820000290870667,6.689700126647949,23295.48046875,12088.98046875
2020-11-04,1894.5999755859375,14540.892578125,93.41000366210938,39.150001525878906,3443.43994140625,11590.7802734375,29.56999969482422,20.489999771118164,23.86400032043457,3.1010000705718994,866.7000122070312,2302.300048828125,0.7680000066757202,6.676599979400635,23695.23046875,12324.2197265625
2020-11-05,1945.300048828125,14360.0,92.52999877929688,38.790000915527344,3510.449951171875,11890.9296875,27.579999923706055,22.0,25.17099952697754,3.1045000553131104,896.7999877929688,2378.300048828125,0.7760000228881836,6.6519999504089355,24105.279296875,12568.08984375
2020-11-06,1950.300048828125,14256.0,92.2300033569336,37.13999938964844,3509.43994140625,11895.23046875,24.860000610351562,21.100000381469727,25.645999908447266,3.1489999294281006,896.0,2495.199951171875,0.8199999928474426,6.605199813842773,24325.23046875,12480.01953125
2020-11-09,1853.199951171875,14198.671875,92.7300033569336,40.290000915527344,3550.5,11713.7802734375,25.75,21.860000610351562,23.684999465942383,3.1514999866485596,864.5999755859375,2494.60009765625,0.9580000042915344,6.610400199890137,24839.83984375,13095.9697265625
2020-11-10,1875.4000244140625,14256.3603515625,92.75,41.36000061035156,3545.530029296875,11553.8603515625,24.799999237060547,20.459999084472656,24.445999145507812,3.1505000591278076,890.0,2467.199951171875,0.972000002861023,6.6280999183654785,24905.58984375,13163.1103515625
2020-11-11,1860.699951171875,14041.544921875,93.04000091552734,41.45000076293945,3572.659912109375,11786.4296875,23.450000762939453,19.139999389648438,24.250999450683594,3.128999948501587,865.0999755859375,2312.89990234375,0.9580000042915344,6.614799976348877,25349.599609375,13216.1796875
2020-11-12,1872.5999755859375,13878.9892578125,92.95999908447266,41.119998931884766,3537.010009765625,11709.58984375,25.350000381469727,18.979999542236328,24.290000915527344,3.1429998874664307,881.0999755859375,2338.39990234375,0.8849999904632568,6.630799770355225,25520.880859375,13052.9501953125
2020-11-13,1885.699951171875,14133.4912109375,92.76000213623047,40.130001068115234,3585.14990234375,11829.2900390625,23.100000381469727,17.739999771118164,24.759000778198242,3.17549991607666,893.4000244140625,2326.300048828125,0.8930000066757202,6.610599994659424,25385.869140625,13076.7197265625
2020-11-16,1887.300048828125,14135.5595703125,92.56999969482422,41.34000015258789,3626.909912109375,11924.1298828125,22.450000762939453,18.309999465942383,24.785999298095703,3.2200000286102295,925.0,2342.199951171875,0.906000018119812,6.605400085449219,25906.9296875,13138.6103515625
2020-11-17,1884.5,14089.2001953125,92.41999816894531,41.43000030517578,3609.530029296875,11899.33984375,22.709999084472656,17.540000915527344,24.635000228881836,3.196500062942505,934.5999755859375,2323.60009765625,0.871999979019165,6.583799839019775,26014.619140625,13133.4697265625
2020-11-18,1873.5,14026.451171875,92.31999969482422,41.81999969482422,3567.7900390625,11801.599609375,23.84000015258789,17.670000076293945,24.433000564575195,3.197999954223633,946.7000122070312,2351.300048828125,0.8820000290870667,6.555099964141846,25728.140625,13201.8896484375
2020-11-19,1861.0999755859375,14110.2001953125,92.29000091552734,41.7400016784668,3581.8701171875,11904.7099609375,23.110000610351562,17.959999084472656,24.033000946044922,3.2035000324249268,948.2000122070312,2317.39990234375,0.8539999723434448,6.559500217437744,25634.33984375,13086.16015625
2020-11-20,1872.5999755859375,14189.900390625,92.38999938964844,42.150001525878906,3557.5400390625,11854.9697265625,23.700000762939453,17.719999313354492,24.347999572753906,3.2934999465942383,954.0999755859375,2321.199951171875,0.8289999961853027,6.582399845123291,25527.369140625,13137.25
2020-11-23,1837.800048828125,14150.9912109375,92.51000213623047,43.060001373291016,3577.590087890625,11880.6298828125,22.65999984741211,18.979999542236328,23.624000549316406,3.259500026702881,929.0999755859375,2351.800048828125,0.8569999933242798,6.5619001388549805,25527.369140625,13126.9697265625
