Date,Avg_Sentiment,Pos_Ratio,Neg_Ratio,Neu_Ratio,Count,Timestamp
2026-02-06,-0.04348862264837537,0.06571428571428571,0.12571428571428572,0.8085714285714286,350,2026-02-06 06:06:41
